ER34101,ER34901,income_2010,income_2020,above_median_2021,wealth_no_equity,wealth_with_equity,age_head,hh_size,num_children,education,education_years,employment_status,family_structure,race_ethnicity,geography,housing_tenure,monthly_housing_cost,annual_housing_cost,housing_cost_burden,cost_burdened
8467,2807,14100.0,53340.0,0.0,44000,69000,28,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),West,Owner,810.0,9720.0,0.6893617021276596,Cost Burdened (≥30%)
5468,5362,18740.0,113810.0,1.0,83000,83000,23,4,2,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,700.0,8400.0,0.44823906083244397,Cost Burdened (≥30%)
2386,2981,14748.0,18444.0,0.0,-399,-399,58,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Renter,590.0,7080.0,0.48006509357200977,Cost Burdened (≥30%)
1683,2731,32070.0,60075.0,0.0,500,500,28,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,535.0,6420.0,0.20018709073900842,Not Burdened (<30%)
8236,5760,37106.0,72450.0,1.0,20000,250000,46,3,1,Some College / AA,14.0,Working,Single/Unpartnered,White (Non-Hispanic),Northeast,Owner,2700.0,32400.0,0.8731741497331967,Cost Burdened (≥30%)
6418,3285,36000.0,78475.0,1.0,13200,13200,43,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,500.0,6000.0,0.16666666666666666,Not Burdened (<30%)
5098,1888,23816.0,222650.0,1.0,-93200,-93200,30,2,0,Some College / AA,14.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Renter,1350.0,16200.0,0.6802149815250252,Cost Burdened (≥30%)
2879,283,34102.0,42360.0,0.0,600,28600,39,2,1,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),West,Owner,921.0,11052.0,0.3240865638378981,Cost Burdened (≥30%)
6843,4981,27100.0,70340.0,1.0,36000,36000,31,4,3,,,Working,Single/Unpartnered,,Northeast,Renter,300.0,3600.0,0.13284132841328414,Not Burdened (<30%)
5773,6134,27300.0,69493.0,1.0,3340,3340,28,3,2,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,650.0,7800.0,0.2857142857142857,Not Burdened (<30%)
6757,4795,26000.0,91000.0,1.0,-19300,-19300,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,530.0,6360.0,0.24461538461538462,Not Burdened (<30%)
2508,3666,400.0,477200.0,1.0,-246000,-246000,28,1,0,Graduate Degree,16.0,Other,Married/Partnered,White (Non-Hispanic),West,Renter,425.0,5100.0,2.0,Cost Burdened (≥30%)
2906,407,11400.0,5000.0,0.0,-39950,-55864,45,1,0,Some College / AA,13.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),South,Owner,1440.0,17280.0,1.5157894736842106,Cost Burdened (≥30%)
7011,1787,7519.0,754476.0,1.0,52000,52000,24,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,450.0,5400.0,0.7181806091235536,Cost Burdened (≥30%)
3936,7154,6500.0,45000.0,0.0,-3000,-3000,21,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
4041,187,37000.0,112910.0,1.0,5800,5800,28,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,525.0,6300.0,0.17027027027027028,Not Burdened (<30%)
614,1690,25159.0,83700.0,1.0,53000,178000,62,2,0,Graduate Degree,17.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
1826,2373,31100.0,12844.0,0.0,20600,20600,46,5,2,Less than HS,9.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,425.0,5100.0,0.1639871382636656,Not Burdened (<30%)
2867,8029,17220.0,53856.0,0.0,-8400,-8400,27,3,1,Less than HS,10.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,500.0,6000.0,0.34843205574912894,Cost Burdened (≥30%)
3242,823,35000.0,19575.0,0.0,15500,15500,32,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,610.0,7320.0,0.20914285714285713,Not Burdened (<30%)
2885,2327,12800.0,36000.0,0.0,-680,-680,21,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,500.0,6000.0,0.46875,Cost Burdened (≥30%)
6519,8737,21463.0,37075.0,0.0,6800,6800,52,3,2,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,500.0,6000.0,0.27955085495969806,Not Burdened (<30%)
7787,8597,10200.0,21124.0,0.0,70,70,49,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,172.0,2064.0,0.2023529411764706,Not Burdened (<30%)
8349,8657,4000.0,12660.0,0.0,0,0,31,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
8556,5104,11000.0,50000.0,0.0,0,0,21,1,0,Some College / AA,14.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
1848,2066,10500.0,62000.0,0.0,-25000,-25000,48,1,0,Some College / AA,13.0,Working,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
7775,6572,14300.0,53580.0,0.0,-11800,-11800,20,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,South,Renter,444.0,5328.0,0.37258741258741257,Cost Burdened (≥30%)
4179,4087,29000.0,35000.0,0.0,-40500,-40500,24,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,300.0,3600.0,0.12413793103448276,Not Burdened (<30%)
4020,6855,20000.0,208500.0,1.0,-26650,-26650,24,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
4465,3112,27232.0,17160.0,0.0,38000,78000,63,2,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Owner,,,,Not Reported
5,4318,8376.0,18000.0,0.0,17,17,57,1,0,Less than HS,10.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,250.0,3000.0,0.35816618911174786,Cost Burdened (≥30%)
416,3094,14332.0,17748.0,0.0,4980,4980,54,1,0,Less than HS,9.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,500.0,6000.0,0.4186435947530003,Cost Burdened (≥30%)
955,4252,19080.0,32000.0,0.0,5850,24850,21,4,2,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
8352,2517,24000.0,82160.0,1.0,-32000,-22000,34,3,2,Some College / AA,14.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,535.0,6420.0,0.2675,Not Burdened (<30%)
1242,3572,32584.0,81656.0,1.0,-8000,-8000,32,5,3,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,479.0,5748.0,0.17640559783943038,Not Burdened (<30%)
4633,4900,8316.0,9792.0,0.0,-776,-776,55,1,0,Less than HS,6.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Renter,225.0,2700.0,0.3246753246753247,Cost Burdened (≥30%)
4801,7164,11000.0,7664.0,0.0,-38000,-38000,37,4,2,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,475.0,5700.0,0.5181818181818182,Cost Burdened (≥30%)
4981,7372,7000.0,32000.0,0.0,1500,1500,36,4,2,Less than HS,10.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,650.0,7800.0,1.1142857142857143,Cost Burdened (≥30%)
4393,2930,32000.0,86846.0,1.0,3000,3000,31,1,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,450.0,5400.0,0.16875,Not Burdened (<30%)
8159,5935,29316.0,46400.0,0.0,31200,36200,26,2,1,Less than HS,11.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Owner,340.0,4080.0,0.1391731477691363,Not Burdened (<30%)
6530,8447,17496.0,131549.0,1.0,24009,33009,33,4,2,Bachelor's Degree,15.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),West,Owner,667.0,8004.0,0.45747599451303156,Cost Burdened (≥30%)
4242,4276,7966.0,71000.0,1.0,-30000,-30000,38,3,1,Some College / AA,13.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Renter,13.333333333333334,160.0,0.020085362791865426,Not Burdened (<30%)
5536,5694,32000.0,84832.0,1.0,912000,1047000,54,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
6174,8836,4000.0,72940.0,1.0,-3980,-3980,29,4,2,Less than HS,9.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,745.0,8940.0,2.0,Cost Burdened (≥30%)
4115,2480,25000.0,18020.0,0.0,8110,8110,52,2,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,,,,Not Reported
4672,6847,186.0,130028.0,1.0,4429800,4673800,50,2,0,HS Diploma,12.0,Other,Married/Partnered,White (Non-Hispanic),West,Owner,4273.0,51276.0,2.0,Cost Burdened (≥30%)
7957,7311,23000.0,17850.0,0.0,650,650,37,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,240.0,2880.0,0.12521739130434784,Not Burdened (<30%)
7453,6721,27060.0,11728.0,0.0,22000,22000,26,1,0,Less than HS,11.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Renter,575.0,6900.0,0.2549889135254989,Not Burdened (<30%)
3783,4166,15040.0,13212.0,0.0,75900,235900,89,1,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
266,1179,20760.0,26424.0,0.0,1800,1800,64,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.3179190751445087,Cost Burdened (≥30%)
1219,1243,18200.0,23800.0,0.0,10000,10000,40,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,765.0,9180.0,0.5043956043956044,Cost Burdened (≥30%)
156,1318,2400.0,146015.0,1.0,-16800,-16800,35,4,3,Some College / AA,13.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
150,1480,15168.0,15840.0,0.0,-24600,-24600,42,2,0,Some College / AA,14.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
180,1475,25090.0,11498.0,0.0,29085,29085,28,2,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,650.0,7800.0,0.31088082901554404,Cost Burdened (≥30%)
386,1826,14000.0,26261.0,0.0,201,201,22,1,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,260.0,3120.0,0.22285714285714286,Not Burdened (<30%)
1471,1658,6150.0,21275.0,0.0,-300,-300,20,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,300.0,3600.0,0.5853658536585366,Cost Burdened (≥30%)
5019,7821,12000.0,64150.0,0.0,-31600,-31600,24,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,350.0,4200.0,0.35,Cost Burdened (≥30%)
7676,1817,8000.0,67000.0,0.0,-100000,-100000,27,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Hispanic,West,Neither,,,,Not Reported
7978,1471,22620.0,109075.0,1.0,48000,48000,27,2,0,Bachelor's Degree,15.0,Working,Married/Partnered,Other,West,Renter,695.0,8340.0,0.3687002652519894,Cost Burdened (≥30%)
8109,1177,28516.0,96000.0,1.0,14700,14700,25,2,0,HS Diploma,12.0,Working,Married/Partnered,Other,West,Renter,685.0,8220.0,0.2882592228924113,Not Burdened (<30%)
8022,1437,8448.0,105250.0,1.0,2700,2700,24,1,0,Some College / AA,13.0,Working,Single/Unpartnered,Hispanic,West,Neither,,,,Not Reported
4148,1749,17832.0,68770.0,1.0,2875,2875,23,5,3,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),West,Neither,,,,Not Reported
7735,457,10012.0,75.0,0.0,1800,1800,52,1,0,Bachelor's Degree,15.0,Other,Married/Partnered,Hispanic,West,Neither,,,,Not Reported
8768,680,35000.0,23700.0,0.0,49350,111350,50,2,0,Bachelor's Degree,15.0,Working,Single/Unpartnered,Other,West,Owner,,,,Not Reported
8215,360,18000.0,45600.0,0.0,-19700,-19700,23,2,0,Bachelor's Degree,15.0,Working,Married/Partnered,Hispanic,West,Renter,600.0,7200.0,0.4,Cost Burdened (≥30%)
4632,5003,31380.0,42200.0,0.0,98800,98800,55,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,701.0,8412.0,0.2680688336520076,Not Burdened (<30%)
4340,2990,22184.0,22875.0,0.0,11000,161000,71,1,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Northeast,Owner,,,,Not Reported
4327,6939,10050.0,13416.0,0.0,-13000,-13000,60,1,0,Less than HS,11.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),South,Renter,101.0,1212.0,0.12059701492537313,Not Burdened (<30%)
4602,3563,8430.0,8160.0,0.0,-414,2586,58,1,0,Less than HS,8.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Northeast,Owner,,,,Not Reported
7254,7417,14734.0,73300.0,1.0,2500,2500,39,5,4,Less than HS,10.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Northeast,Renter,625.0,7500.0,0.5090267408714538,Cost Burdened (≥30%)
5060,4738,150.0,0.0,0.0,-400,-400,36,1,0,Less than HS,8.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),South,Neither,,,,Not Reported
7971,4714,28000.0,127020.0,1.0,-12800,-12800,31,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,White (Non-Hispanic),Northeast,Renter,400.0,4800.0,0.17142857142857143,Not Burdened (<30%)
8554,6864,450.0,98300.0,1.0,-5400,-5400,21,1,0,Less than HS,10.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,200.0,2400.0,2.0,Cost Burdened (≥30%)
6900,8171,130.0,5000.0,0.0,-5000,45000,37,5,4,HS Diploma,12.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),Northeast,Owner,,,,Not Reported
8379,6946,36167.0,55360.0,0.0,3000,3000,37,4,1,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,750.0,9000.0,0.24884563275914506,Not Burdened (<30%)
6013,2190,10396.0,9396.0,0.0,-80000,-80000,23,2,1,Less than HS,11.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Northeast,Renter,250.0,3000.0,0.2885725278953444,Not Burdened (<30%)
2340,5071,11196.0,13164.0,0.0,1500,1500,63,1,0,Some College / AA,13.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Northeast,Renter,203.0,2436.0,0.21757770632368703,Not Burdened (<30%)
4345,3637,15600.0,50500.0,0.0,-65090,-65090,36,3,2,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,450.0,5400.0,0.34615384615384615,Cost Burdened (≥30%)
3677,3341,32000.0,87000.0,1.0,5000,5000,33,4,2,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,365.0,4380.0,0.136875,Not Burdened (<30%)
8056,3600,19000.0,122075.0,1.0,400,400,22,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,390.0,4680.0,0.2463157894736842,Not Burdened (<30%)
7635,4124,14900.0,661000.0,1.0,7500,7500,22,2,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,500.0,6000.0,0.40268456375838924,Cost Burdened (≥30%)
8341,4538,34728.0,35057.0,0.0,3600,26100,42,3,1,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,185.0,2220.0,0.06392536281962681,Not Burdened (<30%)
4535,6352,36005.0,56520.0,0.0,32000,64000,32,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,672.0,8064.0,0.2239688932092765,Not Burdened (<30%)
8339,6196,36300.0,130000.0,1.0,0,0,24,3,1,Less than HS,9.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,260.0,3120.0,0.0859504132231405,Not Burdened (<30%)
8749,2516,25366.0,115150.0,1.0,-73300,-73300,25,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
881,6802,17000.0,16500.0,0.0,12000,82000,51,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
524,587,11340.0,12000.0,0.0,8400,83400,78,2,0,Less than HS,8.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
1747,1069,13513.0,25212.0,0.0,1500,81500,49,3,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
1171,5711,30614.0,3500.0,0.0,-3000,27000,45,2,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
717,2884,23000.0,65734.0,0.0,1100,1100,30,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,200.0,2400.0,0.10434782608695652,Not Burdened (<30%)
1468,7136,30300.0,55120.0,0.0,4350,79350,27,4,2,Some College / AA,13.0,Other,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
8755,7227,6552.0,6000.0,0.0,0,0,19,1,0,Less than HS,10.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
706,6750,13581.0,31780.0,0.0,0,0,48,2,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,700.0,8400.0,0.6185111552904794,Cost Burdened (≥30%)
3463,5017,34000.0,255200.0,1.0,-13900,-13900,27,2,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,699.0,8388.0,0.24670588235294116,Not Burdened (<30%)
3750,4383,9000.0,107014.0,1.0,-15000,-15000,24,2,0,Some College / AA,13.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
2154,5811,32060.0,133100.0,1.0,77000,77000,30,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,300.0,3600.0,0.11228945726762321,Not Burdened (<30%)
8567,8006,29000.0,44488.0,0.0,-3000,-3000,27,3,2,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
5770,6786,35750.0,240100.0,1.0,-7000,180000,23,2,0,Graduate Degree,16.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
6061,5335,16660.0,87800.0,1.0,3025,3025,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,200.0,2400.0,0.14405762304921968,Not Burdened (<30%)
5316,4359,23492.0,20984.0,0.0,1700,1700,48,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Renter,1100.0,13200.0,0.5618934105227311,Cost Burdened (≥30%)
5709,4502,7018.0,675.0,0.0,3200,3200,46,1,0,Less than HS,11.0,Working,Single/Unpartnered,Black/African American,South,Renter,600.0,7200.0,1.0259333143345684,Cost Burdened (≥30%)
3627,3375,31500.0,44205.0,0.0,-1500,-1500,30,1,0,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,643.0,7716.0,0.24495238095238095,Not Burdened (<30%)
2599,2753,14469.0,13200.0,0.0,34750,84750,62,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
3665,9117,20122.0,35442.0,0.0,44900,69900,43,2,1,Less than HS,10.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
3001,5364,29000.0,30218.0,0.0,11500,21500,38,6,4,Less than HS,10.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,528.0,6336.0,0.21848275862068967,Not Burdened (<30%)
4785,3008,28000.0,90506.0,1.0,35300,67300,46,2,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
4800,7025,10940.0,9692.0,0.0,0,50000,63,2,0,Less than HS,11.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),West,Owner,,,,Not Reported
8040,8926,28000.0,3700.0,0.0,0,0,20,3,1,Less than HS,11.0,Working,Married/Partnered,Other,West,Renter,450.0,5400.0,0.19285714285714287,Not Burdened (<30%)
5057,2470,20000.0,147200.0,1.0,-49000,-49000,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,Hispanic,Northeast,Neither,,,,Not Reported
3442,4310,34100.0,356275.0,1.0,6000,6000,23,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,800.0,9600.0,0.28152492668621704,Not Burdened (<30%)
8260,6218,26000.0,82616.0,1.0,-26300,-26300,29,2,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,1100.0,13200.0,0.5076923076923077,Cost Burdened (≥30%)
5941,6892,12000.0,89075.0,1.0,18000,18000,24,1,0,Some College / AA,14.0,Unemployed,Married/Partnered,White (Non-Hispanic),Northeast,Renter,400.0,4800.0,0.4,Cost Burdened (≥30%)
2811,8577,21716.0,20400.0,0.0,5200,80200,60,2,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
605,6925,22258.0,19130.0,0.0,-10450,-10450,40,2,1,Graduate Degree,16.0,Other,Single/Unpartnered,White (Non-Hispanic),South,Renter,569.0,6828.0,0.30676610656842485,Cost Burdened (≥30%)
7238,296,26500.0,70300.0,1.0,7000,11000,37,4,2,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,570.0,6840.0,0.2581132075471698,Not Burdened (<30%)
6766,1507,26000.0,60089.0,0.0,4900,4900,32,1,0,Some College / AA,13.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,300.0,3600.0,0.13846153846153847,Not Burdened (<30%)
6161,1894,27137.0,126448.0,1.0,5300,5300,30,4,1,HS Diploma,12.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),West,Renter,585.0,7020.0,0.2586874009654715,Not Burdened (<30%)
7610,6279,25100.0,34420.0,0.0,21000,109000,34,4,2,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Northeast,Owner,1100.0,13200.0,0.5258964143426295,Cost Burdened (≥30%)
1557,2004,36143.0,17000.0,0.0,17900,28900,55,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Owner,865.0,10380.0,0.2871925407409457,Not Burdened (<30%)
4575,6062,17700.0,67716.0,1.0,-20000,-20000,29,2,1,Bachelor's Degree,15.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,825.0,9900.0,0.559322033898305,Cost Burdened (≥30%)
7113,4350,19256.0,58100.0,0.0,100000,225000,51,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),South,Owner,,,,Not Reported
5833,8727,14399.0,17000.0,0.0,42900,42900,83,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Renter,120.0,1440.0,0.10000694492673103,Not Burdened (<30%)
7631,4521,28000.0,32000.0,0.0,410000,3010000,58,1,0,Graduate Degree,17.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),South,Owner,,,,Not Reported
7225,1595,5000.0,136350.0,1.0,-22670,-22670,22,1,0,Graduate Degree,16.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Renter,200.0,2400.0,0.48,Cost Burdened (≥30%)
8602,428,22488.0,27600.0,0.0,-1465,-1465,40,2,1,Graduate Degree,17.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,350.0,4200.0,0.18676627534685167,Not Burdened (<30%)
6993,6630,12000.0,130000.0,1.0,4000,4000,18,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,100.0,1200.0,0.1,Not Burdened (<30%)
5652,5181,12000.0,26000.0,0.0,1000,26000,53,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Owner,,,,Not Reported
418,7593,22000.0,68600.0,1.0,-6656,-6656,29,1,0,Less than HS,11.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Renter,,,,Not Reported
3771,8803,37000.0,56000.0,0.0,18000,18000,41,2,1,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,500.0,6000.0,0.16216216216216217,Not Burdened (<30%)
494,5661,27000.0,43600.0,0.0,500,500,40,3,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,400.0,4800.0,0.17777777777777778,Not Burdened (<30%)
4375,2434,8000.0,46010.0,0.0,-4500,-3000,26,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
4394,3378,19534.0,318100.0,1.0,-48000,-48000,24,3,1,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,500.0,6000.0,0.30715675232927203,Cost Burdened (≥30%)
3195,908,33500.0,120000.0,1.0,14800,12800,28,3,1,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),West,Owner,926.0,11112.0,0.33170149253731346,Cost Burdened (≥30%)
7748,3249,24500.0,163600.0,1.0,19200,19200,23,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,325.0,3900.0,0.15918367346938775,Not Burdened (<30%)
3819,537,27339.0,15000.0,0.0,2580,2580,32,1,0,Graduate Degree,17.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Renter,535.0,6420.0,0.2348293646439153,Not Burdened (<30%)
113,759,14160.0,19113.0,0.0,58000,308000,49,2,0,Graduate Degree,17.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
4832,2775,34724.0,15414.0,0.0,60000,160000,72,2,0,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,Northeast,Owner,,,,Not Reported
6293,2890,26000.0,26000.0,0.0,5000,5000,45,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Northeast,Renter,400.0,4800.0,0.18461538461538463,Not Burdened (<30%)
6906,2038,24250.0,26000.0,0.0,0,0,23,4,2,HS Diploma,12.0,Temp Laid Off,Married/Partnered,Black/African American,Northeast,Renter,438.0,5256.0,0.2167422680412371,Not Burdened (<30%)
5719,2166,13000.0,23000.0,0.0,-15000,-15000,47,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,525.0,6300.0,0.4846153846153846,Cost Burdened (≥30%)
5493,1109,21500.0,43467.0,0.0,-36850,-36850,24,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,350.0,4200.0,0.19534883720930232,Not Burdened (<30%)
7862,4610,35000.0,28020.0,0.0,11500,11500,27,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,550.0,6600.0,0.18857142857142858,Not Burdened (<30%)
