ER34101,ER34901,income_2010,income_2020,above_median_2021,wealth_no_equity,wealth_with_equity,age_head,hh_size,num_children,education,education_years,employment_status,family_structure,race_ethnicity,geography,housing_tenure,monthly_housing_cost,annual_housing_cost,housing_cost_burden,cost_burdened
4283,2748,14250.0,41814.0,0.0,-3500,-3500,20,3,1,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,530.0,6360.0,0.4463157894736842,Cost Burdened (≥30%)
3304,4762,9940.0,23400.0,0.0,-96000,-96000,46,1,0,Less than HS,10.0,Not in Labor Force,Single/Unpartnered,Other,South,Renter,231.0,2772.0,0.27887323943661974,Not Burdened (<30%)
216,6129,3200.0,15658.0,0.0,0,0,26,2,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,25.0,300.0,0.09375,Not Burdened (<30%)
1440,2497,23816.0,21000.0,0.0,22000,22000,30,2,0,Less than HS,10.0,Working,Single/Unpartnered,Black/African American,South,Renter,567.0,6804.0,0.28569029224051057,Not Burdened (<30%)
6456,4578,35000.0,40800.0,0.0,116000,122000,60,1,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,941.0,11292.0,0.32262857142857143,Cost Burdened (≥30%)
506,6871,8088.0,9528.0,0.0,14200,14200,57,1,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,299.0,3588.0,0.443620178041543,Cost Burdened (≥30%)
3143,3040,13311.0,43240.0,0.0,0,0,37,4,3,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,161.0,1932.0,0.14514311471715122,Not Burdened (<30%)
551,7190,1300.0,33805.0,0.0,0,0,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,150.0,1800.0,1.3846153846153846,Cost Burdened (≥30%)
8831,6521,4975.0,21769.0,0.0,6000,6000,21,4,2,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,850.0,10200.0,2.0,Cost Burdened (≥30%)
4537,9006,7772.0,21564.0,0.0,0,0,44,3,1,Less than HS,10.0,Other,Single/Unpartnered,Black/African American,Northeast,Renter,550.0,6600.0,0.8492022645393721,Cost Burdened (≥30%)
5062,6861,25712.0,7644.0,0.0,0,0,28,3,2,HS Diploma,12.0,Unemployed,Married/Partnered,Hispanic,Northeast,Renter,550.0,6600.0,0.2566894835096453,Not Burdened (<30%)
6708,5699,26800.0,27816.0,0.0,68200,128200,48,2,0,Some College / AA,14.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
7381,8162,7800.0,34451.0,0.0,-12000,-12000,27,3,1,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,600.0,7200.0,0.9230769230769231,Cost Burdened (≥30%)
7160,3867,5504.0,47800.0,0.0,40500,40500,18,3,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,678.0,8136.0,1.4781976744186047,Cost Burdened (≥30%)
7733,8051,30000.0,442636.0,1.0,-10650,-10650,33,3,2,Some College / AA,13.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,300.0,3600.0,0.12,Not Burdened (<30%)
6317,7725,1200.0,28920.0,0.0,0,0,28,1,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,450.0,5400.0,2.0,Cost Burdened (≥30%)
7092,5890,4000.0,8940.0,0.0,-50000,-50000,29,1,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,350.0,4200.0,1.05,Cost Burdened (≥30%)
7820,8622,7200.0,7500.0,0.0,0,0,30,4,3,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
7712,8760,10900.0,43000.0,0.0,120000,155000,26,4,2,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
8254,8165,824.0,13785.0,0.0,-3600,-3600,24,2,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,290.0,3480.0,2.0,Cost Burdened (≥30%)
2412,5256,29788.0,33212.0,0.0,5000,5000,34,6,2,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,547.0,6564.0,0.22035719081509333,Not Burdened (<30%)
5259,4466,8088.0,17840.0,0.0,0,0,52,4,2,Less than HS,10.0,Not in Labor Force,Single/Unpartnered,Black/African American,Midwest,Renter,490.0,5880.0,0.7270029673590505,Cost Burdened (≥30%)
8748,7656,29500.0,15400.0,0.0,-28114,-28114,40,6,4,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Northeast,Renter,1500.0,18000.0,0.6101694915254238,Cost Burdened (≥30%)
4754,954,36800.0,48852.0,0.0,45000,45000,69,1,0,Graduate Degree,17.0,Not in Labor Force,Married/Partnered,Black/African American,Northeast,Renter,828.0,9936.0,0.27,Not Burdened (<30%)
7426,3054,11264.0,14400.0,0.0,0,0,73,1,0,Bachelor's Degree,15.0,Working,Single/Unpartnered,Black/African American,Northeast,Renter,,,,Not Reported
4150,6246,30072.0,56313.0,0.0,81000,173000,68,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,236.0,2832.0,0.09417398244213887,Not Burdened (<30%)
3811,291,30000.0,30891.0,0.0,1700,1700,40,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Northeast,Renter,615.0,7380.0,0.246,Not Burdened (<30%)
5219,7750,13580.0,6564.0,0.0,5,5,49,2,0,Less than HS,10.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,450.0,5400.0,0.39764359351988215,Cost Burdened (≥30%)
6073,3653,22062.0,30000.0,0.0,10000,10000,29,5,3,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,725.0,8700.0,0.3943432145771009,Cost Burdened (≥30%)
5300,7889,17204.0,63642.0,0.0,-15000,-15000,23,2,1,Some College / AA,14.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,410.0,4920.0,0.2859800046500814,Not Burdened (<30%)
8820,8549,1000.0,59500.0,0.0,-31000,-31000,21,1,0,Less than HS,10.0,Unemployed,Married/Partnered,Black/African American,Midwest,Neither,,,,Not Reported
5653,5202,5376.0,12000.0,0.0,-5000,-5000,51,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,300.0,3600.0,0.6696428571428571,Cost Burdened (≥30%)
6833,5417,6456.0,18894.0,0.0,2000,2000,30,3,2,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,100.0,1200.0,0.18587360594795538,Not Burdened (<30%)
6925,4019,12000.0,0.0,0.0,0,0,28,3,2,Less than HS,10.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,87.0,1044.0,0.087,Not Burdened (<30%)
8119,7338,23400.0,128700.0,1.0,0,0,24,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,700.0,8400.0,0.358974358974359,Cost Burdened (≥30%)
4859,257,17400.0,32400.0,0.0,10000,70000,75,2,0,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5744,4864,800.0,9360.0,0.0,0,0,53,1,0,Less than HS,11.0,Other,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
7759,3941,27652.0,15000.0,0.0,6000,6000,51,4,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,500.0,6000.0,0.21698249674526254,Not Burdened (<30%)
7080,3443,29300.0,16800.0,0.0,-11000,-11000,44,1,0,Graduate Degree,16.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,60.0,720.0,0.024573378839590442,Not Burdened (<30%)
8355,9241,15000.0,75.0,0.0,5400,5400,44,5,4,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,825.0,9900.0,0.66,Cost Burdened (≥30%)
4600,4984,9236.0,26680.0,0.0,13025,13025,40,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,235.0,2820.0,0.3053269813772196,Cost Burdened (≥30%)
5700,6691,13155.0,25200.0,0.0,0,0,35,7,5,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
6207,3574,28000.0,73800.0,1.0,-7800,-7800,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,669.0,8028.0,0.2867142857142857,Not Burdened (<30%)
6152,4739,14480.0,65000.0,0.0,-75300,-75300,21,3,1,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,400.0,4800.0,0.3314917127071823,Cost Burdened (≥30%)
7368,3663,2660.0,16800.0,0.0,13000,13000,48,3,1,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,350.0,4200.0,1.5789473684210527,Cost Burdened (≥30%)
7938,4601,20300.0,12400.0,0.0,-30000,-30000,24,5,4,Less than HS,10.0,Working,Single/Unpartnered,Black/African American,South,Renter,375.0,4500.0,0.22167487684729065,Not Burdened (<30%)
588,3188,12228.0,12030.0,0.0,0,0,64,5,3,Less than HS,10.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
4737,5342,23700.0,41612.0,0.0,4000,4000,50,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
5930,7224,25100.0,61000.0,0.0,40600,40600,30,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,600.0,7200.0,0.2868525896414343,Not Burdened (<30%)
3469,7451,35175.0,70000.0,1.0,3200,3200,40,3,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,450.0,5400.0,0.1535181236673774,Not Burdened (<30%)
4015,7712,34374.0,25888.0,0.0,0,0,37,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,200.0,2400.0,0.0698202129516495,Not Burdened (<30%)
8815,4420,10000.0,30900.0,0.0,-14750,-14750,22,1,0,Less than HS,9.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.66,Cost Burdened (≥30%)
680,7367,5925.0,65704.0,0.0,0,0,32,4,3,,,Other,Single/Unpartnered,Black/African American,South,Renter,350.0,4200.0,0.7088607594936709,Cost Burdened (≥30%)
391,3644,16280.0,9000.0,0.0,11000,26000,49,1,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
2588,1767,20172.0,0.0,0.0,0,87500,54,3,0,HS Diploma,12.0,Other,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
3901,5337,30000.0,25000.0,0.0,31500,61500,59,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5707,6610,7500.0,56784.0,0.0,-6000,-6000,25,1,0,Some College / AA,13.0,Unemployed,Married/Partnered,Black/African American,South,Renter,200.0,2400.0,0.32,Cost Burdened (≥30%)
3666,2844,9200.0,40000.0,0.0,8000,28000,30,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Owner,1100.0,13200.0,1.434782608695652,Cost Burdened (≥30%)
2448,5842,27000.0,25000.0,0.0,2300,82300,38,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
66,2613,21000.0,12500.0,0.0,2200,102200,48,2,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
2505,108,21732.0,14400.0,0.0,-4800,-4800,64,3,0,Some College / AA,13.0,Other,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
2812,278,3049.0,19200.0,0.0,0,0,59,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
8827,218,10728.0,21215.0,0.0,-45000,-45000,40,2,0,Bachelor's Degree,15.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
6472,8492,30226.0,43350.0,0.0,-35700,-35700,57,1,0,Bachelor's Degree,15.0,Working,Single/Unpartnered,Black/African American,South,Renter,700.0,8400.0,0.2779064381658175,Not Burdened (<30%)
6467,1964,37000.0,35000.0,0.0,5000,5000,32,2,1,Graduate Degree,17.0,Working,Married/Partnered,Black/African American,South,Renter,900.0,10800.0,0.2918918918918919,Not Burdened (<30%)
2378,4215,9948.0,9396.0,0.0,0,0,64,2,1,Less than HS,8.0,Other,Married/Partnered,Black/African American,South,Renter,83.0,996.0,0.10012062726176116,Not Burdened (<30%)
5161,5902,8588.0,0.0,0.0,0,0,46,1,0,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,425.0,5100.0,0.5938518863530508,Cost Burdened (≥30%)
3309,2557,500.0,52200.0,0.0,-8000,-8000,37,5,4,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,300.0,3600.0,2.0,Cost Burdened (≥30%)
8386,7774,35000.0,35002.0,0.0,-71900,-71900,30,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,South,Renter,800.0,9600.0,0.2742857142857143,Not Burdened (<30%)
3465,6022,5347.0,30400.0,0.0,-33500,-33500,24,1,0,Some College / AA,13.0,Unemployed,Married/Partnered,Black/African American,South,Renter,100.0,1200.0,0.22442491116513932,Not Burdened (<30%)
3108,5186,10724.0,8400.0,0.0,0,0,27,5,4,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,127.0,1524.0,0.14211115255501677,Not Burdened (<30%)
331,7848,13000.0,18200.0,0.0,500,200500,66,1,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5927,5761,37000.0,19000.0,0.0,-500,110500,59,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Owner,926.0,11112.0,0.3003243243243243,Cost Burdened (≥30%)
1477,3108,12200.0,9528.0,0.0,0,0,44,1,0,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,525.0,6300.0,0.5163934426229508,Cost Burdened (≥30%)
1211,3108,21212.0,9528.0,0.0,0,0,50,2,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,28.0,336.0,0.01584009051480294,Not Burdened (<30%)
580,5678,8208.0,9468.0,0.0,0,0,59,1,0,Less than HS,5.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,200.0,2400.0,0.29239766081871343,Not Burdened (<30%)
836,2900,17136.0,44920.0,0.0,6000,6000,36,7,5,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,647.0,7764.0,0.4530812324929972,Cost Burdened (≥30%)
5670,8748,5400.0,25568.0,0.0,4000,4000,32,2,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,50.0,600.0,0.1111111111111111,Not Burdened (<30%)
7161,5018,1000.0,750.0,0.0,0,0,22,2,1,Less than HS,11.0,Not in Labor Force,Married/Partnered,Hispanic,South,Neither,,,,Not Reported
2094,7455,23200.0,28800.0,0.0,19950,-23050,39,5,3,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,629.0,7548.0,0.3253448275862069,Cost Burdened (≥30%)
5220,5929,36000.0,31212.0,0.0,847000,959000,59,2,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,700.0,8400.0,0.23333333333333334,Not Burdened (<30%)
4753,3973,5063.0,12600.0,0.0,0,0,32,6,4,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
4699,5898,33600.0,21212.0,0.0,5000,5000,35,4,2,Less than HS,10.0,Working,Married/Partnered,Black/African American,South,Renter,450.0,5400.0,0.16071428571428573,Not Burdened (<30%)
3888,6516,13920.0,14900.0,0.0,5000,70000,63,1,0,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,423.0,5076.0,0.3646551724137931,Cost Burdened (≥30%)
3076,3583,8050.0,94500.0,1.0,5000,5000,23,3,2,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,395.0,4740.0,0.5888198757763975,Cost Burdened (≥30%)
1594,6298,26000.0,21328.0,0.0,12000,62000,58,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
2433,5884,16388.0,19760.0,0.0,0,0,41,3,0,Less than HS,11.0,Other,Married/Partnered,Black/African American,South,Renter,250.0,3000.0,0.18306077617769098,Not Burdened (<30%)
1226,4998,22088.0,23700.0,0.0,1000,1000,39,6,5,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,500.0,6000.0,0.2716407098877218,Not Burdened (<30%)
1344,5701,21884.0,0.0,0.0,-7000,-7000,34,2,0,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,580.0,6960.0,0.318040577590934,Cost Burdened (≥30%)
3360,5352,14000.0,21840.0,0.0,2500,2500,23,2,1,Less than HS,10.0,Working,Married/Partnered,Black/African American,South,Renter,291.0,3492.0,0.24942857142857142,Not Burdened (<30%)
8182,3215,4948.0,2400.0,0.0,0,0,49,2,1,Less than HS,10.0,Working,Married/Partnered,Black/African American,South,Renter,150.0,1800.0,0.36378334680679064,Cost Burdened (≥30%)
4111,2359,33000.0,21560.0,0.0,611000,541000,47,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,Midwest,Owner,,,,Not Reported
5109,5685,14937.0,85288.0,1.0,12000,12000,26,3,2,Some College / AA,13.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,725.0,8700.0,0.5824462743522796,Cost Burdened (≥30%)
7597,2619,10000.0,38800.0,0.0,-7998,-7998,41,3,2,HS Diploma,12.0,Other,Married/Partnered,Black/African American,Midwest,Renter,145.0,1740.0,0.174,Not Burdened (<30%)
7325,3999,7200.0,7333.0,0.0,0,0,27,4,1,Some College / AA,13.0,Other,Married/Partnered,Black/African American,Midwest,Neither,,,,Not Reported
8161,4685,32900.0,35475.0,0.0,0,0,20,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,200.0,2400.0,0.0729483282674772,Not Burdened (<30%)
2785,41,14047.0,6573.0,0.0,200,200,35,6,5,Less than HS,11.0,Other,Single/Unpartnered,Black/African American,Midwest,Renter,76.0,912.0,0.06492489499537268,Not Burdened (<30%)
2634,756,18800.0,22165.0,0.0,3000,3000,19,2,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,475.0,5700.0,0.30319148936170215,Cost Burdened (≥30%)
1889,203,8400.0,31500.0,0.0,11500,81500,67,1,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
3413,4529,21500.0,41600.0,0.0,10500,60500,32,4,2,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5139,5776,23500.0,29000.0,0.0,-35100,-35100,25,2,1,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,Northeast,Renter,483.0,5796.0,0.24663829787234043,Not Burdened (<30%)
3136,4887,1500.0,2800.0,0.0,0,0,50,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,Northeast,Renter,300.0,3600.0,2.0,Cost Burdened (≥30%)
6129,8532,20656.0,59500.0,0.0,6800,6800,45,2,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Northeast,Renter,257.0,3084.0,0.14930286599535245,Not Burdened (<30%)
7929,9122,23745.0,23450.0,0.0,0,0,49,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,Northeast,Renter,487.0,5844.0,0.24611497157296272,Not Burdened (<30%)
7354,7970,13420.0,58447.0,0.0,-4900,-4900,27,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,Northeast,Renter,550.0,6600.0,0.4918032786885246,Cost Burdened (≥30%)
5996,44,7400.0,9900.0,0.0,5000,5000,53,4,2,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,375.0,4500.0,0.6081081081081081,Cost Burdened (≥30%)
4308,5636,3000.0,0.0,0.0,0,0,38,3,1,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,2.0,Cost Burdened (≥30%)
7118,7067,32280.0,66400.0,0.0,-198500,-148500,62,3,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Other,Midwest,Owner,468.0,5616.0,0.17397769516728626,Not Burdened (<30%)
2139,8731,27536.0,59800.0,0.0,3000,3000,37,2,0,Some College / AA,13.0,Working,Single/Unpartnered,Black/African American,West,Renter,971.0,11652.0,0.4231551423590936,Cost Burdened (≥30%)
4153,4580,25200.0,12056.0,0.0,-5000,-5000,35,3,2,Some College / AA,14.0,Working,Single/Unpartnered,Black/African American,Midwest,Renter,236.0,2832.0,0.11238095238095239,Not Burdened (<30%)
96,3963,29698.0,144331.0,1.0,-16025,-16025,31,4,3,Some College / AA,13.0,Working,Married/Partnered,Black/African American,Midwest,Renter,600.0,7200.0,0.24244056838844366,Not Burdened (<30%)
1668,7280,1572.0,77600.0,1.0,0,0,25,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,350.0,4200.0,2.0,Cost Burdened (≥30%)
5486,4171,11651.0,13000.0,0.0,-20000,-20000,21,1,0,Some College / AA,14.0,Other,Married/Partnered,Black/African American,Midwest,Neither,,,,Not Reported
6844,9052,21350.0,11400.0,0.0,20000,20000,26,1,0,Some College / AA,14.0,Unemployed,Married/Partnered,Black/African American,Midwest,Neither,,,,Not Reported
6656,5404,29000.0,24063.0,0.0,3700,47700,52,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
6666,8179,5004.0,25240.0,0.0,1900,1900,29,3,2,Less than HS,9.0,Other,Married/Partnered,Black/African American,South,Renter,50.0,600.0,0.11990407673860912,Not Burdened (<30%)
8569,6774,9130.0,103439.0,1.0,0,0,31,5,4,Less than HS,10.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
2153,2294,37133.0,58875.0,0.0,-7900,-7900,49,2,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,0.16158134274095817,Not Burdened (<30%)
5688,4707,22162.0,23933.0,0.0,0,0,33,2,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,0.2707336882952802,Not Burdened (<30%)
2531,2103,27000.0,15000.0,0.0,2000,2000,31,3,1,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,0.2222222222222222,Not Burdened (<30%)
1321,4146,18965.0,52610.0,0.0,1000,1000,30,4,2,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,650.0,7800.0,0.4112839441075666,Cost Burdened (≥30%)
196,2797,27435.0,132150.0,1.0,-60500,-60500,26,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,Midwest,Renter,650.0,7800.0,0.28430836522689995,Not Burdened (<30%)
8686,8001,30000.0,20550.0,0.0,-3000,-3000,32,4,3,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,550.0,6600.0,0.22,Not Burdened (<30%)
65,6832,8700.0,21600.0,0.0,0,0,61,1,0,Less than HS,8.0,Not in Labor Force,Single/Unpartnered,Black/African American,Northeast,Renter,420.0,5040.0,0.5793103448275863,Cost Burdened (≥30%)
2042,4455,18800.0,53000.0,0.0,58000,58000,35,2,1,Some College / AA,13.0,Working,Single/Unpartnered,Black/African American,Northeast,Renter,675.0,8100.0,0.4308510638297872,Cost Burdened (≥30%)
1176,7506,17650.0,80060.0,1.0,2600,2600,30,4,3,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Northeast,Renter,550.0,6600.0,0.37393767705382436,Cost Burdened (≥30%)
1239,4456,11000.0,18480.0,0.0,0,0,29,1,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,250.0,3000.0,0.2727272727272727,Not Burdened (<30%)
2856,7588,9766.0,7790.0,0.0,0,0,41,4,2,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,Northeast,Renter,750.0,9000.0,0.9215646119189023,Cost Burdened (≥30%)
1733,9070,14400.0,27494.0,0.0,2100,2100,24,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,Northeast,Renter,475.0,5700.0,0.3958333333333333,Cost Burdened (≥30%)
1998,6780,3733.0,18900.0,0.0,0,0,22,2,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Northeast,Neither,,,,Not Reported
3275,8266,4000.0,82200.0,1.0,0,0,29,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,1.65,Cost Burdened (≥30%)
707,4639,9368.0,64500.0,0.0,0,0,27,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Northeast,Renter,609.0,7308.0,0.7801024765157984,Cost Burdened (≥30%)
809,7611,27000.0,49624.0,0.0,4000,4000,26,3,2,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Northeast,Renter,468.0,5616.0,0.208,Not Burdened (<30%)
1113,5188,27973.0,117050.0,1.0,-29400,-29400,23,4,2,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,300.0,3600.0,0.12869552783040789,Not Burdened (<30%)
4338,7213,20000.0,57000.0,0.0,1500,1500,53,1,0,Less than HS,10.0,Unemployed,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
8870,8025,2300.0,20000.0,0.0,0,0,20,2,1,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,200.0,2400.0,1.0434782608695652,Cost Burdened (≥30%)
8414,4697,33528.0,47600.0,0.0,3000,76000,45,3,1,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,South,Owner,975.0,11700.0,0.34896206156048676,Cost Burdened (≥30%)
3625,5416,28015.0,65660.0,0.0,5000,104000,49,3,1,Some College / AA,14.0,Working,Single/Unpartnered,Black/African American,South,Owner,714.0,8568.0,0.30583615920042834,Cost Burdened (≥30%)
4065,6376,24000.0,32000.0,0.0,-49000,-49000,29,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
5463,6839,23268.0,12000.0,0.0,3000,133000,81,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,West,Owner,462.0,5544.0,0.23826714801444043,Not Burdened (<30%)
4510,5332,26720.0,9600.0,0.0,3000,3000,54,7,4,Less than HS,10.0,Other,Married/Partnered,Black/African American,West,Renter,600.0,7200.0,0.2694610778443114,Not Burdened (<30%)
3482,3100,12828.0,44000.0,0.0,-26000,-26000,36,4,2,Graduate Degree,16.0,Unemployed,Married/Partnered,Black/African American,West,Neither,,,,Not Reported
5145,4946,6819.0,116510.0,1.0,-10000,-10000,37,2,1,Bachelor's Degree,15.0,Working,Single/Unpartnered,Black/African American,West,Neither,,,,Not Reported
6335,1474,17200.0,13200.0,0.0,0,0,23,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,West,Renter,400.0,4800.0,0.27906976744186046,Not Burdened (<30%)
4808,2719,4591.0,22020.0,0.0,0,0,52,3,1,HS Diploma,12.0,Other,Married/Partnered,Black/African American,Northeast,Renter,98.0,1176.0,0.25615334349814856,Not Burdened (<30%)
7404,5532,13620.0,55822.0,0.0,200,200,26,3,2,Bachelor's Degree,15.0,Unemployed,Married/Partnered,Black/African American,South,Renter,300.0,3600.0,0.2643171806167401,Not Burdened (<30%)
5479,2985,8828.0,10636.0,0.0,0,55000,35,1,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5972,8668,31772.0,77000.0,1.0,3000,3000,39,3,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,1000.0,12000.0,0.37769104872214526,Cost Burdened (≥30%)
